,ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
GO:0071870,BP,cellular response to catecholamine stimulus,101,37,0.00392229801722912,1,GNB5;ADCY5;HRH3;CHRM2;CHRM3;CHRM5;ALK;GABPA;SIN3A;NSG1;GNA15;GNAL;GNAO1;GNAS;GSK3A;HRH2;APLP1;HTR4;HTR6;KCNQ1;ARRB2;ATP2B4;PALM;PRKN;PDE4B;MAPK1;RGS4;RYR2;SLC9A1;SRD5A1;STAR;TGM2;NR4A3;DTNBP1;CAV2;RGS9;HTR3B;GNA14
GO:0048704,BP,embryonic skeletal system morphogenesis,93,38,0.00407519879064409,1,OSR2;COL2A1;COL11A1;DLG1;MEGF8;FGF8;SATB2;MTHFD1L;SLC39A1;GLI3;HOXA2;HOXA3;HOXA4;HOXA7;HOXB1;HOXB2;HOXB3;HOXB5;HOXB6;HOXB8;HOXC4;SMAD2;MMP14;MTHFD1;NODAL;CHST11;PAX5;PDGFRA;DYNC2I1;SHOX2;BMI1;SIX1;BMP4;TBX1;TFAP2A;PCGF2;FUZ;RUNX2;IFT140
GO:0070255,BP,regulation of mucus secretion,9,7,0.00412272135371091,1,ADA;ADORA1;CYBA;NLRP6;EGFR;ALOX12B;PRKCE
GO:0006568,BP,tryptophan metabolic process,10,6,0.00423165499892653,1,ACMSD;HAAO;IL4I1;GCDH;IDO1;KYNU
GO:1900024,BP,regulation of substrate adhesion-dependent cell spreading,56,25,0.00430604119282848,1,ARPC2;PDPN;FERMT2;TRIOBP;CRKL;EFNA5;UNC13D;DMTN;FBLN1;KANK1;APOA1;ILK;LIMS1;TACSTD2;NEDD9;P4HB;CARMIL1;LIMS2;RCC2;PTK2;PREX1;ACTN4;ARHGEF7;MYADM;CDC42
GO:0007399,BP,nervous system development,2310,678,0.00453108902352817,1,BCL2L11;CDH4;DNM1L;COX17;GPC6;USH1C;CDH11;UST;TENM1;ADAM10;CDK6;FLOT1;GDF11;KATNB1;TUBB3;DLC1;NDRG1;ADARB1;BAIAP2;TACC3;MERTK;SEMA6B;ANP32B;ARFGEF1;TACC2;CENPF;IGF2BP1;LBX1;B3GNT2;CFL1;CHL1;NCKAP1;WASF3;FRS2;TUBGCP2;MMP24;EHD1;SLC38A3;LIAS;VAX1;TPPP;TRIOBP;CIT;GLMN;CHN1;PADI2;RDH13;CHRM2;CHRM3;CKB;TMC1;OLFM3;DBX1;FOXN4;SLC24A4;SEZ6;PLK5;CNP;CNR1;CNTN1;COL2A1;COL4A1;BHLHE23;SCLT1;ADORA1;CLDN3;CRKL;HAPLN1;ZNF358;CSK;CSNK1D;LRFN5;HAPLN3;TTBK2;NCAN;CSPG4;RBFOX3;RTN4RL1;CTNS;CTNND2;GDF7;CMTM8;CUX1;CNTN4;DAB2IP;CEP120;LINGO2;AK8;DAB1;DGKG;DAPK3;RETREG3;DCC;GSDME;DHX36;DLG1;DLG4;DLX6;DNMT3A;ABAT;ATN1;DSCAM;DTNB;DVL2;E2F1;EFNA1;EFNA5;MEGF8;EGFR;EGR2;DZIP1L;ELAVL3;ABCA2;EML1;CTTN;C9orf72;EPHA8;EPHB2;HIPK1;AK4;EPHB6;AKT1;ETS1;EVX1;EXT1;ACSL3;PTK2B;BPTF;LEMD2;PHACTR1;SDK1;ELAPOR2;FGF8;FGF14;FGFR1;ADNP2;NTNG1;ADGRL1;NLGN1;INPP5F;CLSTN1;ZNF365;RUFY3;SHANK2;MAST1;IGSF9B;RIMS1;RAB21;UNC13A;MYT1L;NCOA6;ZNF609;HECW1;FOXO3;ZNF423;FSTL4;NFASC;KDM6B;KANK1;CYFIP1;SULF1;COBL;ASTN2;DENND5A;KIF13B;SATB2;CUX2;NEDD4L;SZT2;FN1;SUN1;CRTC1;NCS1;MACF1;DAAM2;PLXNB2;SLC7A11;FLRT1;ALK;FYN;XRCC6;GABRA5;GABRB1;GABRB3;GAK;WHRN;MTHFD1L;SIN3A;TSKU;C2CD3;TENM4;SIPA1L1;SS18L1;CNTNAP2;DNM3;AUTS2;IFT172;NPHP4;PHGDH;BLOC1S6;MDGA1;GDNF;GFI1;GFRA1;GHRHR;GHSR;CYFIP2;DISC1;LSM1;GLI3;HTRA2;GNAO1;GOLGA4;LAMA1;TAFA3;IGSF10;GPRIN3;ANK3;RAPGEF1;GRIK1;KLF15;GRIN1;GRIN2A;GRIN2B;MYLIP;RACGAP1;GRM7;GSK3A;GSN;GSTP1;RAX;HEXB;NRG1;HMGCS1;HMX2;APAF1;CCDC85C;HOXA2;HOXA3;APBA2;HOXB1;HOXB2;HOXB3;HOXB8;APBB1;HSP90AA1;APLP1;HSPG2;APOA1;HTR6;APOB;RSPO2;ATXN1L;BARHL2;LRRTM3;APOE;IL2;ILK;ISL1;ITGAX;ITGB4;JAK2;JARID2;KCNA1;KCNA2;DRAXIN;LHFPL4;NRROS;VWC2;AGRN;KCNJ10;KCNQ1;KIF5B;KRAS;CEP85L;BLOC1S3;LAMA3;HELT;LDLR;LEPR;LGALS1;ASIC2;LMX1A;PHOX2A;STMND1;LRP1;LSAMP;LTK;LYN;ARRB2;MAP1B;MAP4;MAPT;MBNL1;MBP;MDM2;MET;MMP14;CDNF;MTHFD1;ZFHX3;MYO6;ATF1;NAB1;NCK1;ATIC;RERE;SEPTIN2;NEK3;NEO1;NF1;NFIA;NGF;NGFR;NINJ2;ATP1B2;NKX2-2;NNAT;NME2;NODAL;NOTCH3;NPAS1;NPAS2;ATP2B2;NTRK3;ROR2;ATP2B4;OGDH;OPCML;OPRM1;OTX1;OXCT1;P2RY1;PAFAH1B1;PAK1;PALM;PRKN;PAX2;PAX5;MYEF2;IRX4;HDGFL3;STMN3;PBX1;PBX3;SHANK1;PCDH9;WDPCP;TMX2;PLLP;LEF1;NIN;CRIM1;PCDH12;YTHDF2;NCKIPSD;ATP8A2;PENK;PFKFB3;ATP5PF;PITX3;BCL11A;SHC3;PLEC;PLXNA2;S1PR5;SNTG2;POU1F1;PCDH18;POU3F2;DLL4;KIF1A;RBFOX1;HYDIN;NDE1;PLPPR1;CASZ1;PPP1CC;ODAD2;ELP3;RNF220;MAP1S;MACO1;PPP3CA;DOCK10;AMBRA1;SYBU;PRKACB;SCYL2;DOK4;ENAH;MBD5;PRKCG;PRKCH;MESP1;PRKCZ;PRKG1;MAPK1;SULF2;GNG12;PDGFC;PCDHB11;PCDHA11;PCDHA10;PCDHA8;PCDHA7;PCDHA6;PCDHA5;PCDHA4;PCDHA3;PCDHA2;PCDHA1;PARD3;PSEN1;BARHL1;MEIS3;CA10;RGMA;UTP3;SALL4;ZMIZ1;BAD;PTCH1;NDRG2;TENM2;SLC12A5;PTK2;ARID1B;ADGRB1;HECW2;PTK6;DISP3;CC2D2A;SEMA6A;PREX1;ADGRB2;DIP2B;NYAP2;SH3RF1;DHX37;CAMSAP3;ALS2;ZSWIM6;SHTN1;CPNE5;ADGRB3;SPTBN4;GRHL3;PTPRF;PTPRG;PTPRM;PTPRS;PTPRZ1;NECTIN1;RALA;BCHE;RAP1A;RAP1GAP;RARB;RASGRF1;RB1;TRPV4;RFNG;RGS4;RHEB;BRD2;HAPLN2;ROBO1;RORA;RP1;BDNF;S100A1;S100A9;S100B;ATXN1;SCN2A;SCN8A;SCTR;BCAN;NEUROD6;BLK;CDH23;CLSTN2;SELENOP;P3H1;IRF2BPL;SFRP1;ROBO3;RAB17;TRA2B;CHST8;HHIP;SGK1;CLRN2;SHOX2;CREB3L2;BMI1;FBXL17;ISL2;NIBAN2;SIM1;SIM2;SIX1;SKI;RAPH1;SLC1A3;BMP4;BMP6;SLC8A1;SLC8A3;SLIT1;SLIT3;SMARCA2;PHACTR4;CAPRIN2;SMARCC2;SOS1;SOX5;SOX12;SPOCK1;SRC;SRD5A1;BRCA2;ZFP36L1;STAR;STK3;AURKA;BSG;SYT1;TACC1;TAL1;TAL2;TBX1;CNTN2;TBCD;TCF4;TCF12;TFAP2A;TFAP2B;NR2F2;TG;TGM2;THY1;TIMP4;NR2E1;TNF;TP53;TP73;C3;TRIO;TRPC6;TSC2;CCR2;UBE3A;UGDH;UGT8;VASP;VCL;TRPV1;MYRF;WNT7A;WNT7B;WNT2B;WNT9A;WRN;ZIC1;ZBTB16;DDR1;BTG2;PAX8;MALL;FZD5;SEMA3B;ST8SIA4;BAG6;IRX1;THOC6;NDNF;DYNC2H1;CLMN;SPEF2;PDZD7;WLS;SEMA6D;CALM1;ZC3H12A;FUZ;LHX3;CALM2;AKNA;PBX4;WNT5B;DPF3;GDPD5;CAMK2B;CAMK2G;TMEM14B;COLQ;FZD9;CASP2;MFRP;TRAPPC9;KREMEN1;B3GNT5;ADGRV1;DTNBP1;ANKRD27;ULK1;ZIC4;POMK;STK24;RASAL1;KIRREL3;TTBK1;GLIS2;KDM2B;INSM2;LOXL3;AGBL4;ATOH8;IGSF21;CNTNAP1;ENC1;ITGA8;GAS7;CST7;SHANK3;MICALL1;KNDC1;UNK;DIXDC1;SCIN;SCRT2;RUNX2;RUNX1;TP63;RUNX3;DCHS1;B4GALT2;SNX3;EED;RGS9;GALR2;FGF17;CCK;ALDH1A2;LDB1;SYNJ2;ARHGEF7;RAB29;WNT3A;NAV1;NAV2;BMERB1;KALRN;BRSK2;SEMA5A;LDB2;ACVR1B;SLC25A46;SYNGR3;NEURL1;PLXNA4;MAP3K13;CDHR1;DLG5;GCM2;NUMBL;DNER;NREP;PRDM6;IGSF8;OPALIN;LHX2;NRXN3;NRXN2;FOXP2;RP1L1;NTN1;QKI;MAP4K4;HAND2;ONECUT2;SCARB2;CD38;BAG3;NRG2;NR1D1;PITPNM1;CELSR1;AATK;ARHGEF10;HDAC9;IFT140;CLSTN3;HDAC4;TOX;RAPGEF5;CUL7;ZEB2;MAGI2;PLPPR4;FIG4;IQSEC1;CDC42;CDH1
GO:1902994,BP,regulation of phospholipid efflux,4,4,0.00464049326957795,1,ABCA7;ABCA3;APOA1;APOE
GO:1902995,BP,positive regulation of phospholipid efflux,4,4,0.00464049326957795,1,ABCA7;ABCA3;APOA1;APOE
GO:0035697,BP,CD8-positive, alpha-beta T cell extravasation,3,3,0.00467839342115582,1,RIPK3;CCR2;FADD
GO:2000449,BP,regulation of CD8-positive, alpha-beta T cell extravasation,3,3,0.00467839342115582,1,RIPK3;CCR2;FADD
GO:0072044,BP,collecting duct development,15,10,0.00469056277734162,1,DACT2;AKR1B1;PAX2;PTCH1;BMP4;TFAP2B;WNT7B;PAX8;CALB1;DLG5
GO:0007020,BP,microtubule nucleation,34,17,0.00478709472446309,1,AKAP9;TUBGCP2;TPPP;SLAIN1;CSNK1D;TPX2;CLASP1;EML2;CCDC57;HSPA1A;MZT1;PAK1;NIN;NDE1;CENPJ;TUBGCP6;ARHGEF7
GO:0071867,BP,response to monoamine,105,38,0.0050585615104526,1,GNB5;ADCY5;HRH3;CHRM2;CHRM3;CHRM5;ALK;GABPA;SIN3A;NSG1;GNA15;GNAL;GNAO1;GNAS;GSK3A;HRH2;APLP1;HTR4;HTR6;KCNQ1;ARRB2;ATP2B4;PALM;PRKN;PDE4B;PENK;MAPK1;RGS4;RYR2;SLC9A1;SRD5A1;STAR;TGM2;NR4A3;DTNBP1;CAV2;RGS9;HTR3B;GNA14
GO:0071869,BP,response to catecholamine,105,38,0.0050585615104526,1,GNB5;ADCY5;HRH3;CHRM2;CHRM3;CHRM5;ALK;GABPA;SIN3A;NSG1;GNA15;GNAL;GNAO1;GNAS;GSK3A;HRH2;APLP1;HTR4;HTR6;KCNQ1;ARRB2;ATP2B4;PALM;PRKN;PDE4B;PENK;MAPK1;RGS4;RYR2;SLC9A1;SRD5A1;STAR;TGM2;NR4A3;DTNBP1;CAV2;RGS9;HTR3B;GNA14
GO:0072205,BP,metanephric collecting duct development,11,8,0.0053742734209544,1,AKR1B1;PAX2;PTCH1;BMP4;WNT7B;PAX8;CALB1;DLG5
GO:0048486,BP,parasympathetic nervous system development,17,11,0.00540771135667555,1,ADARB1;EGR2;GDNF;HOXB1;HOXB2;PHOX2A;SIX1;TBX1;TFAP2A;NAV2;PLXNA4
GO:0045834,BP,positive regulation of lipid metabolic process,144,50,0.00548777625576236,1,SORBS1;CES1;CCR7;ADORA1;STARD4;CPT1A;EPHA8;MTLN;AKT1;ACSL3;PTK2B;ATG14;SCAP;SIRT3;MLYCD;LDLRAP1;ZBTB20;GHSR;APOA1;HSD17B13;APOE;SLC27A1;LDLR;LYN;PDGFB;PDGFRA;AVP;AMBRA1;PRKCE;PNPLA2;ABHD6;PTK2;DISP3;NOD2;BMP6;SRC;SREBF1;STAR;TEK;TNF;VAV2;NR4A3;CAPN2;CCDC3;DGAT2;DGKZ;SCARB1;NR1D1;ABCG1;CD81;CDC42
GO:0045761,BP,regulation of adenylate cyclase activity,32,16,0.00563350371903212,1,AKAP9;CAP2;CAP1;NPFFR2;GALR1;GRM2;GRM3;NF1;NPR3;PALM;LTB4R2;CCR2;CACNA1C;CACNA1D;ADGRV1;GALR2;GABBR2
GO:0002866,BP,positive regulation of acute inflammatory response to antigenic stimulus,6,5,0.00582248401561566,1,PARK7;CCR7;CNR1;HLA-E;C3
GO:0032088,BP,negative regulation of NF-kappaB transcription factor activity,86,31,0.00598463150611725,1,RBCK1;IRAK3;CMKLR1;TRIM40;COMMD1;DAB2IP;CYP1B1;DDIT3;NLRC3;GFI1;NWD1;PRMT2;IRAK2;ARRB2;TRIM37;NFKBIA;NFKBIL1;PKHD1;MAP2K5;CACTIN;NOD2;SPI1;USP7;SETD6;ZC3H12A;ITCH;NLRC5;CAT;PARP10;AIM2;G3BP2
GO:0021783,BP,preganglionic parasympathetic fiber development,15,10,0.00603689027720386,1,ADARB1;EGR2;HOXB1;HOXB2;PHOX2A;SIX1;TBX1;TFAP2A;NAV2;PLXNA4
GO:2000302,BP,positive regulation of synaptic vesicle exocytosis,7,6,0.00613614119079782,1,DNM1L;CNR1;NLGN1;SYT1;CACNB2;SLC4A8
GO:0051642,BP,centrosome localization,32,16,0.0067900302181897,1,AKAP9;PARD3B;DLG1;SYNE2;SUN1;KIF5B;PAFAH1B1;NIN;PKHD1;PLXNA2;NDE1;TBCCD1;INTS13;PARD3;RANBP2;AURKA;DLGAP5
GO:2000467,BP,positive regulation of glycogen (starch) synthase activity,5,4,0.00700617735256479,1,GSK3A;IGF2;PPP1R3G;EPM2AIP1
GO:0014072,BP,response to isoquinoline alkaloid,34,16,0.00712382792271037,1,ADA;ADCY8;CNR1;GHR;GNAO1;MDM2;OPRK1;OPRM1;PENK;PITX3;PPP2R2A;PPP5C;PRKCE;PRKCG;RGS4;TACR3;FADD
GO:0043278,BP,response to morphine,34,16,0.00712382792271037,1,ADA;ADCY8;CNR1;GHR;GNAO1;MDM2;OPRK1;OPRM1;PENK;PITX3;PPP2R2A;PPP5C;PRKCE;PRKCG;RGS4;TACR3;FADD
GO:0034112,BP,positive regulation of homotypic cell-cell adhesion,13,8,0.00717901212667631,1,PDPN;DMTN;ANK3;JAK1;JAK2;LGALS1;F11R;GP6
GO:0045188,BP,regulation of circadian sleep/wake cycle, non-REM sleep,7,5,0.00720440110354656,1,ADA;ADORA1;GHRHR;KCNA2;NPY2R
GO:0010769,BP,regulation of cell morphogenesis involved in differentiation,90,37,0.00738507672242624,1,DNM1L;ARPC2;BAIAP2;PDPN;FERMT2;TRIOBP;CRKL;CUX1;DHX36;EFNA5;UNC13D;DMTN;FBLN1;RAB21;KANK1;CUX2;SS18L1;APOA1;ILK;LIMS1;TACSTD2;NEDD9;P4HB;PAFAH1B1;CARMIL1;LIMS2;RCC2;PTK2;PREX1;CAPRIN2;CNTN2;ACTN4;CAMK2B;ANKRD27;ARHGEF7;MYADM;CUL7;CDC42
GO:0051953,BP,negative regulation of amine transport,26,12,0.00762738695345636,1,CHGA;HRH3;CNR1;ADORA1;ABAT;SYT11;GHSR;GRM7;P2RY1;RGS4;TRH;SLC43A1
GO:0002863,BP,positive regulation of inflammatory response to antigenic stimulus,11,7,0.00777015841959311,1,PARK7;CCR7;CNR1;HLA-E;TNF;C3;CD81
GO:0021602,BP,cranial nerve morphogenesis,28,15,0.0078782558412806,1,ADARB1;EGR2;EPHB2;GLI3;HOXA3;HOXB1;HOXB2;HOXB3;KCNA2;PHOX2A;PAX2;SIX1;TBX1;TFAP2A;PLXNA4
GO:0032799,BP,low-density lipoprotein receptor particle metabolic process,6,5,0.00790682563920837,1,ABCA2;MYLIP;ANXA2;APOE;FURIN
GO:0032802,BP,low-density lipoprotein particle receptor catabolic process,6,5,0.00790682563920837,1,ABCA2;MYLIP;ANXA2;APOE;FURIN
GO:0032803,BP,regulation of low-density lipoprotein particle receptor catabolic process,6,5,0.00790682563920837,1,ABCA2;MYLIP;ANXA2;APOE;FURIN
GO:0052372,BP,modulation by symbiont of entry into host,48,18,0.00802750983397735,1,TRIM10;TRIM38;TRIM31;FCN1;EXOC7;TRIM59;GSN;HLA-DRB1;APCS;ITGAV;LGALS1;P4HB;TRIM34;EXOC2;NECTIN2;TRIM27;TRIM26;FCN3;SNX3;CD4
GO:0043113,BP,receptor clustering,51,23,0.00802775235754032,1,RER1;CRKL;DLG1;DLG2;DLG4;NLGN1;SLC7A11;GSN;APOE;ITGAL;ITGB2;LHFPL4;AGRN;SHISA6;SSH1;THY1;SHISA7;COLQ;FZD9;SHANK3;DNAJA3;NRXN2;CD81;MAGI2
GO:1904580,BP,regulation of intracellular mRNA localization,3,3,0.00812547375935918,1,DHX36;ZFP36L1;ZFP36
GO:1904582,BP,positive regulation of intracellular mRNA localization,3,3,0.00812547375935918,1,DHX36;ZFP36L1;ZFP36
GO:0001958,BP,endochondral ossification,26,14,0.00812942537868334,1,COL1A1;COL2A1;COL13A1;PHOSPHO1;EXT1;ALPL;INPPL1;MMP14;NAB1;SMPD3;BMP4;BMP6;TEK;RUNX2
GO:0036075,BP,replacement ossification,26,14,0.00812942537868334,1,COL1A1;COL2A1;COL13A1;PHOSPHO1;EXT1;ALPL;INPPL1;MMP14;NAB1;SMPD3;BMP4;BMP6;TEK;RUNX2
GO:0060322,BP,head development,753,235,0.00821779473876727,1,BCL2L11;COX17;CDK6;DLC1;BAIAP2;TACC3;SEMA6B;ANP32B;TACC2;CENPF;IGF2BP1;FRS2;TUBGCP2;SLC38A3;VAX1;PADI2;CKB;OSR2;SEZ6;CNP;CNTN1;COL1A1;COL2A1;COL4A1;CRKL;CSK;CSNK1D;TTBK2;RTN4RL1;CTNS;GDF7;CNTN4;DAB2IP;CEP120;AK8;DAB1;DLX6;ABAT;E2F1;EGR2;EML1;EPHB2;AK4;ETS1;EXT1;ACSL3;BPTF;PHACTR1;FGF8;ZNF365;MAST1;NCOA6;FOXO3;ZNF423;KDM6B;SATB2;SZT2;SUN1;PLXNB2;SLC7A11;ALK;FYN;XRCC6;GABRA5;WHRN;SIN3A;TIPARP;TSKU;C2CD3;CNTNAP2;IFT172;PHGDH;MDGA1;GHRHR;DISC1;GLI3;HTRA2;GNAO1;GRIN1;GRIN2A;GRIN2B;ANKRD11;RAX;NRG1;HMGCS1;HMX2;APAF1;CCDC85C;HOXA2;HOXB1;HOXB2;HOXB3;APLP1;HSPG2;HTR6;ATXN1L;ISL1;KCNA1;DRAXIN;KIF5B;KRAS;LMX1A;PHOX2A;LRP1;ARRB2;MBP;MMP2;MMP14;ZFHX3;ATIC;RERE;NF1;ATP1B2;NKX2-2;NNAT;NODAL;ATP2B4;OGDH;OTX1;OXCT1;PAFAH1B1;PAK1;PAX2;PAX5;PBX1;PBX3;PCDH9;TMX2;LEF1;NIN;PDGFRA;PFKFB3;ATP5PF;PITX3;PLXNA2;POU1F1;PCDH18;POU3F2;KIF1A;HYDIN;NDE1;ODAD2;MAP1S;MACO1;PPP3CA;SCYL2;PRKG1;MAPK1;GNG12;PSEN1;BARHL1;MEIS3;CA10;UTP3;ZMIZ1;BAD;PTCH1;NDRG2;DHX37;ZSWIM6;PTPRG;PTPRS;RARB;RGS4;ROBO1;RORA;S100A1;ATXN1;SCTR;BCAN;NEUROD6;SELENOP;SFRP1;TRA2B;BMI1;SKI;BMP4;SLC8A1;SLC8A3;SLIT1;SOS1;SRC;SRD5A1;BRCA2;STAR;SYT1;TACC1;TAL2;TBX1;CNTN2;NR2F2;NR2E1;TP53;UBE3A;WNT7A;WNT7B;WNT2B;WRN;ZIC1;BTG2;BAG6;NDNF;DYNC2H1;SPEF2;WLS;SEMA6D;CALM1;LHX3;CALM2;AKNA;PBX4;TMEM14B;CASP2;TRAPPC9;B3GNT5;ARID5B;POMK;KIRREL3;TTBK1;KDM2B;ITGA8;SHANK3;KNDC1;DIXDC1;B4GALT2;ALDH1A2;LDB1;SYNJ2;WNT3A;BMERB1;SEMA5A;SYNGR3;NEURL1;PLXNA4;DLG5;NUMBL;LHX2;FOXP2;BAG3;PITPNM1;AATK;TOX;CDC42;CDH1
GO:0099536,BP,synaptic signaling,719,224,0.00821882988525061,1,DNM1L;CDH11;AKAP9;FLOT1;CACNG3;ADARB1;BAIAP2;SCGN;FAM107A;NISCH;GPR176;PACSIN2;HRH3;CHRM2;CHRM3;PARK7;CHRM5;GABARAP;CHRNA5;ADCY8;CHRNB4;SNAP47;SEZ6;CNP;CNR1;CNR2;ADORA1;CRKL;SYT9;CTBP2;CNTN4;GRK2;DCC;DLG1;DLG2;DLG4;DNM1;ABAT;DTNB;EGFR;EGR2;EIF4EBP2;EPHB2;STX2;AKT1;EXT1;F2R;PTK2B;FGF14;DLGAP4;NTNG1;NLGN1;CLSTN1;RPH3A;SHANK2;SV2C;RIMS1;UNC13A;ERC1;KIF1B;CYFIP1;SYT11;CUX2;CRTC1;PIP5K1C;NCS1;SLC7A11;FYN;GABRA5;GABRB1;GABRB3;GAD1;RNF19A;PNKD;SIPA1L1;ERC2;BLOC1S6;GDNF;GHSR;NSG1;DISC1;GLRA1;GNA15;GNAQ;GRIA2;GRID1;GRIK1;ABR;GRIK4;GRIN1;GRIN2A;GRIN2B;GRM1;GRM2;GRM3;GRM4;GRM7;GRM8;GSK3A;NRG1;APBA2;HRAS;HRH2;HTR4;HTR6;APOE;ITPR3;JAK2;KCNA1;KCND2;AGRN;KCNJ10;KCNQ3;KIF5B;KRAS;SHISA6;ASIC2;ARRB2;MAP1B;MAPT;MBP;NGF;NOS1;NPTX2;NPY2R;ROR2;OPRK1;OPRM1;P2RX3;P2RY1;PAFAH1B1;PRKN;SHANK1;PENK;SSH1;PPP3CA;LIN7C;SYBU;PRKAR1B;PRKAR2B;PRKCE;PRKCG;PRKCZ;MAPK1;PCDHB11;PSEN1;CELF4;JPH3;ABHD6;SLC12A5;ADGRB1;SORCS2;BEGAIN;ALS2;PTPRN2;PTPRS;LY6G6D;BCHE;RAP1A;RAP1B;RASGRF1;CACNG8;CPLX3;RGS4;EXOC4;BCR;RPS6KA2;BDNF;S100B;SCTR;CLSTN2;SLC1A3;SLC1A4;SLC6A1;SLC6A2;SLC8A3;SLC12A4;SRC;SST;STAR;STXBP2;SYN2;SYT1;SYT5;CNTN2;NR2E1;TNF;CCR2;SHISA7;VGF;TRPV1;WNT7A;CA7;CACNA1A;CACNA1B;CACNB2;CACNB4;CALB1;MCTP1;CALM1;PRRT1;CAMK2B;SYN3;COLQ;DTNBP1;DGKZ;SHANK3;SQSTM1;CACNA1G;BAIAP3;WNT3A;USP8;NEURL1;SLC6A5;DGKI;HTR3B;TPGS1;DLGAP2;DLGAP1;CADPS2;NRXN2;SLC4A8;CD38;GABBR2;SNCAIP;CLSTN3;SV2B;CDH1
GO:0010811,BP,positive regulation of cell-substrate adhesion,121,46,0.00826690274815584,1,ARPC2;CDH13;CDK6;FERMT2;TRIOBP;CCR7;COL16A1;COL26A1;CRKL;UNC13D;EMP2;DMTN;PTK2B;FN1;DISC1;APOA1;FMN1;ILK;JAK2;JUP;VWC2;LIMS1;ARL2;NEDD9;NID1;NPY2R;P4HB;PDGFB;CARMIL1;FERMT1;LIMS2;PRKCE;PRKCZ;CCL28;PREX1;PLEKHA2;SFRP1;TEK;THY1;GFUS;UTRN;NDNF;ARHGEF7;MYADM;MAP4K4;CD36;CDC42
GO:0061842,BP,microtubule organizing center localization,33,16,0.0083899223319802,1,AKAP9;PARD3B;DLG1;SYNE2;SUN1;KIF5B;PAFAH1B1;NIN;PKHD1;PLXNA2;NDE1;TBCCD1;INTS13;PARD3;RANBP2;AURKA;DLGAP5
GO:0001941,BP,postsynaptic membrane organization,36,17,0.0086832717302262,1,RER1;CRKL;DLG4;EPHB2;NLGN1;SLC7A11;GDNF;APOE;LHFPL4;SHISA6;SSH1;SHISA7;COLQ;FZD9;SHANK3;DNAJA3;NRXN2
GO:0007420,BP,brain development,712,223,0.00869216682420988,1,BCL2L11;COX17;CDK6;DLC1;BAIAP2;TACC3;SEMA6B;ANP32B;TACC2;CENPF;IGF2BP1;FRS2;TUBGCP2;SLC38A3;VAX1;PADI2;CKB;SEZ6;CNP;CNTN1;COL4A1;CRKL;CSK;CSNK1D;TTBK2;RTN4RL1;CTNS;GDF7;CNTN4;DAB2IP;CEP120;AK8;DAB1;ABAT;E2F1;EGR2;EML1;EPHB2;AK4;ETS1;EXT1;ACSL3;BPTF;PHACTR1;FGF8;ZNF365;MAST1;NCOA6;FOXO3;ZNF423;KDM6B;SATB2;SZT2;SUN1;PLXNB2;SLC7A11;ALK;FYN;XRCC6;GABRA5;WHRN;SIN3A;TSKU;C2CD3;CNTNAP2;IFT172;PHGDH;MDGA1;GHRHR;DISC1;GLI3;HTRA2;GNAO1;GRIN1;GRIN2A;GRIN2B;RAX;NRG1;HMGCS1;HMX2;APAF1;CCDC85C;HOXA2;HOXB1;HOXB2;HOXB3;APLP1;HSPG2;HTR6;ATXN1L;ISL1;KCNA1;DRAXIN;KIF5B;KRAS;LMX1A;PHOX2A;LRP1;ARRB2;MBP;ZFHX3;ATIC;RERE;NF1;ATP1B2;NKX2-2;NNAT;NODAL;ATP2B4;OGDH;OTX1;OXCT1;PAFAH1B1;PAK1;PAX2;PAX5;PBX1;PBX3;PCDH9;TMX2;LEF1;NIN;PFKFB3;ATP5PF;PITX3;PLXNA2;POU1F1;PCDH18;POU3F2;KIF1A;HYDIN;NDE1;ODAD2;MAP1S;MACO1;PPP3CA;SCYL2;PRKG1;GNG12;PSEN1;BARHL1;MEIS3;CA10;UTP3;ZMIZ1;BAD;PTCH1;NDRG2;DHX37;ZSWIM6;PTPRG;PTPRS;RARB;RGS4;ROBO1;RORA;S100A1;ATXN1;SCTR;BCAN;NEUROD6;SELENOP;SFRP1;TRA2B;BMI1;SKI;BMP4;SLC8A1;SLC8A3;SLIT1;SOS1;SRC;SRD5A1;BRCA2;STAR;SYT1;TACC1;TAL2;CNTN2;NR2F2;NR2E1;TP53;UBE3A;WNT7A;WNT7B;WNT2B;WRN;ZIC1;BTG2;BAG6;NDNF;DYNC2H1;SPEF2;WLS;SEMA6D;CALM1;LHX3;CALM2;AKNA;PBX4;TMEM14B;CASP2;TRAPPC9;B3GNT5;POMK;KIRREL3;TTBK1;KDM2B;ITGA8;SHANK3;KNDC1;DIXDC1;B4GALT2;ALDH1A2;LDB1;SYNJ2;WNT3A;BMERB1;SEMA5A;SYNGR3;NEURL1;PLXNA4;DLG5;NUMBL;LHX2;FOXP2;BAG3;PITPNM1;AATK;TOX;CDC42;CDH1
